Title,URL,Source,Summary,Date
"SriLanka airline ex-chief Chandrasena faces arrest, Tony Fernandes steps 
aside after Airbus revelations",https://economynext.com/srilanka-airline-ex-chief-chandrasena-faces-arrest-tony-fernandes-steps-aside-after-airbus-revelations-46123/,Economy Next,"ÒIn agreeing this change, Airbus employees corresponded with SLA Executive 
1, using his private Gmail account and on 13 November 2013,...","Feb 4, 2020"
ASEPA charges Special Prosecutor to investigate Mahama,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/ASEPA-charges-Special-Prosecutor-to-investigate-Mahama-1101541,GhanaWeb,"A number of Airbus employees knew that ÒIntermediary 5Ó was a close 
relative of ÒGovernment Official 1Ó, a key decision maker in respect of...","Nov 5, 2020"
Brexit: Business Secretary Greg Clark warns on services,https://www.bbc.co.uk/news/business-44561987,BBC,"UK-based Airbus employees made 18,000 visits to France alone last year. The 
company runs its own air shuttle between Broughton and Toulouse.","Jun 21, 2018"
Airbus A380 makes test flight,http://www.chinadaily.com.cn/world/2006-09/05/content_681926.htm,China Daily,"... southern France, with 474 Airbus employees on board, on the first of 
four test flights scheduled this week to try out the plane's cabin...","Sep 5, 2006"
"Stock Market Highlights: Sensex, Nifty end at record close for third 
session; banks, FMCG stocks lead",https://www.cnbctv18.com/market/stocks/stock-market-live-sgx-nifty-indicates-a-flat-start-for-sensex-nifty-stock-market-live-stocks-bharti-airtel-hero-motocorp-reliance-industries-future-retail-hcl-technologies-8202451.htm,CNBC TV18,"... a modernized digital workplace to enhance the user experience and 
service quality for the majority of Airbus employees globally.","Feb 4, 2021"
Is it safe to accept parcel deliveries in the midst of a pandemic?,https://fashionjournal.com.au/life/is-it-safe-to-accept-parcel-deliveries-in-the-midst-of-a-pandemic/,Fashion Journal,"Airbus employees in the US have reportedly been divided into groups, with 
no more than half the total staff ever coming into contact with...","May 13, 2020"
Hackers posing as HR staff are sending lay off emails to attack firms,https://www.business-standard.com/article/companies/hackers-posing-as-hr-staff-are-sending-lay-off-emails-to-attack-firms-120082200401_1.html,Business Standard,"Related News. Airbus employees protest job cuts as firm plans to lay off 
15,000 workers á Covid-19 has led to 2 million job losses in bus,...","Aug 22, 2020"
First Flight-Test A350 XWB Is Painted and Complete,http://www.airlinesanddestinations.com/aircraft/first-flight-test-a350-xwb-is-painted-and-complete/,Airlines and Destinations,"Airbus employees crowd round the newly painted aircraft to admire it after 
it emerges from the paint shop. Airbus says it achieved painting...","May 13, 2013"
Mobile focuses on tech sector growth with innovation ...,https://www.madeinalabama.com/2016/11/tech-sector-growth/,Alabama Department of Commerce,"ÒMore than 600 Airbus employees and their families live and work in Alabama 
and the Gulf Coast region designing, building and maintaining...","Nov 30, 2016"
Airbus workers at Broughton factory divided over risk to their ...,https://www.thetimes.co.uk/article/airbus-workers-at-broughton-factory-divided-over-risk-to-their-future-9ts2sqb6z,The Times,"Airbus employees regularly use the car wash and the company also sells many 
cars to Airbus staff. ÒThe impact on the area would be huge...","Jun 22, 2018"
"ISS news: Rebooted CIMON-2 floating robot returns to International Space 
Station",https://www.express.co.uk/news/science/1214052/iss-news-cimon2-floating-ibm-robot-international-space-station-upgrade,Daily Express,"ISS news: Airbus employees put CIMON2 to the test (Image: Airbus). CIMON-2 
was designed by Airbus and used IBM's artificially intelligent...","Dec 6, 2019"
GM wins $489 million ventilator contract,https://www.todaysmotorvehicles.com/article/gm-hhs-ventilator-contract/,Today's Motor Vehicles,"Despite the pause of most production at Airbus' sites in Spain following 
the Royal Decree of March 29, 2020, Airbus employees are allowed on...","Apr 9, 2020"
Half a thousand Airbus employees in Hamburg quarantined ...,https://dailyresearchnews.com/half-a-thousand-airbus-employees-in-hamburg-quarantined-by-a-covid-19-outbreak/,Daily Research News,"A total of 500 Airbus employees at the Hamburg-Finkenwerder plant are in 
quarantine, after 21 of them tested positive for coronavirus,...","Jan 25, 2021"
"Airbus Bribery: Mahama Will Auction Ghana If Elected President Ñ Abronye 
Fires",https://www.modernghana.com/news/983272/airbus-bribery-mahama-will-auction-ghana-if-elect.html,Modern Ghana,"However, Òa number of Airbus employees made or promised success based 
commission payments of approximately Û5 million to Intermediary 5.","Feb 6, 2020"
"Airbus Scandal: There's Reasonable Suspicion Of Corruption Ñ Amidu Opens 
Probe",https://www.modernghana.com/news/983833/airbus-scandal-theres-reasonable-suspicion-of.html,Modern Ghana,"ÒA number of Airbus employees knew that the intermediary was a close 
relative of Government Official 1, who was a key decision-maker in...","Feb 10, 2020"
"Airbus: Bribes, Fines But No Names",https://www.modernghana.com/news/983513/airbus-bribes-fines-but-no-names.html,Modern Ghana,"Between 2009 and 2015, Airbus employees promised to pay Û5m to a British 
man born in Ghana who was a close relative of a Ghanaian government...","Feb 7, 2020"
"Former President Mahama Lied when Breaking his Stony Silence about this 
alleged Involvement in the Airbus Scan",https://www.modernghana.com/news/1012597/former-president-mahama-lied-when-breaking-his.html,Modern Ghana,"A number of Airbus employees knew that Intermediary 5 was a close relative 
of Government Official 1, who was a key decision maker in respect...","Jun 28, 2020"
